business_id,stars,NoiseLevel,RestaurantsPriceRange2
3099,3.8417266189999997,'average',2
38525,4.058823529,'average',3
132997,4.124590164,'average',3
35288,2.574468085,'quiet',2
161628,3.642857143,'quiet',2
79320,4.4429708219999995,'quiet',3
7552,4.476190476,'average',2
89538,3.953586498,'loud',1
61546,4.364864865,'average',2
81125,4.181818182,'average',1
74655,3.0,'average',2
48274,3.388888889,'average',2
9806,4.378378378,'average',2
89222,2.904761905,'average',2
185906,3.063829787,'loud',2
91387,2.864754098,'loud',2
98142,3.618243243,'average',2
138365,3.389380531,'loud',2
95230,3.627118644,'average',2
38181,2.75,'very_loud',2
184519,4.55984556,'average',4
34836,3.6,'quiet',1
35311,3.284313725,unknown,2
148801,3.121428571,'average',2
113318,2.875536481,'very_loud',3
80980,3.428571429,unknown,2
130453,3.2490421460000003,'average',1
144103,3.992199688,unknown,3
42532,4.19047619,unknown,4
180551,3.0,'very_loud',3
33558,3.44,'average',2
153559,3.3626943010000003,'average',2
91876,3.568,'loud',2
39404,3.4,'average',2
164092,3.780082988,'average',2
108390,3.716171617,'average',2
119048,3.549450549,'average',1
132076,3.111111111,'very_loud',3
90215,4.166023166,'average',2
68128,4.1981132080000005,'average',2
168460,4.225550661000001,'average',2
143931,4.2,'loud',2
61682,4.375,'loud',2
24523,4.5,'average',2
188688,3.8,unknown,1
134775,3.571428571,'loud',2
38443,3.217391304,'average',2
60217,5.0,'average',1
3244,3.607142857,'loud',1
177709,2.916666667,unknown,2
186218,4.860465116,'average',2
158508,3.5471698110000003,'average',2
117435,2.76,'average',1
70956,3.814285714,'average',2
16510,3.7317073169999997,'average',2
120047,4.0,unknown,2
34028,4.097222222,'average',3
38269,3.170212766,'quiet',2
179343,3.4,'average',2
164091,4.393939393999999,'loud',3
190444,4.470588235,unknown,2
123513,2.872340426,unknown,3
144477,3.753148615,'average',2
79475,3.272955975,'loud',2
137396,4.666666667,'quiet',1
183256,2.644067797,'quiet',2
173033,4.153846154,'average',1
72023,3.510204082,'average',2
6535,3.333333333,'average',2
70871,4.413333333,'average',1
158693,3.85,'average',2
117633,3.1017964069999997,'average',2
172909,4.6363636360000005,unknown,unknown
117949,3.483516484,'very_loud',1
99766,2.829787234,'average',2
122965,4.3611111110000005,'average',1
129127,3.428571429,'very_loud',2
77564,3.621052632,'quiet',2
90468,2.23364486,'average',2
87301,2.6167664669999997,'average',2
50032,3.25,'very_loud',2
112580,3.743215031,'average',2
8964,4.0,unknown,2
100502,2.8899521530000003,'average',2
152492,5.0,unknown,unknown
35758,2.640776699,'average',2
132187,3.4,'average',1
104008,3.857142857,'loud',2
48782,4.12244898,'average',2
56659,2.666666667,'average',2
33487,2.32967033,'average',2
42696,3.35483871,'average',1
100816,4.077745384,'average',2
121828,3.8975609760000003,'average',3
184061,3.6962305989999997,'average',2
165243,3.5,'quiet',2
113803,4.786486486,'loud',2
182306,2.574297189,'average',2
56494,3.380952381,'average',1
140127,5.0,unknown,None
181035,3.803797468,'average',2
164788,2.666666667,unknown,unknown
14530,2.8181818180000002,unknown,1
122371,3.796992481,'average',2
37354,3.8409090910000003,'average',3
109976,3.52688172,'average',2
22236,4.208333333,'loud',2
172738,3.125,'loud',2
51370,3.464285714,'average',2
34591,4.125,unknown,2
35816,2.138888889,'loud',2
143275,2.333333333,unknown,unknown
183498,4.133786848,'average',2
169657,2.971428571,unknown,2
149256,3.6865417380000003,'average',2
173152,3.2544169610000004,'average',2
90119,3.0909090910000003,unknown,unknown
33615,4.384615385,'average',2
145449,4.1052631580000005,'average',2
134593,1.75,'average',2
23370,4.333333333,unknown,unknown
117751,4.788732394,'average',2
18457,2.974358974,'average',2
67964,4.125,'average',1
46867,3.085790885,'very_loud',3
32926,4.214285714,'average',2
128113,1.8181818180000002,'loud',2
6759,4.0346020760000005,'average',3
15182,4.040561622,'average',2
67224,3.222222222,'very_loud',2
152803,4.188405797,'average',2
172435,3.056737589,'quiet',2
41561,4.015403574,'average',2
74431,3.833333333,'average',1
2335,3.88,'average',2
115128,4.151095732,'loud',3
35192,4.482936918,'average',2
90484,3.546875,'average',2
191205,4.36,'average',1
105065,3.834862385,'average',3
50005,3.282051282,'average',2
156191,4.784615385,'quiet',2
71823,3.730769231,'loud',2
70987,3.195298373,'very_loud',2
141783,4.4,unknown,2
81999,4.055555556,'average',2
122119,3.0754716980000003,'loud',2
101761,5.0,unknown,2
4124,4.09757384,'average',4
52337,3.666666667,unknown,1
874,3.454545455,'loud',1
151815,5.0,unknown,unknown
112015,3.522099448,'average',4
113508,4.12,'quiet',1
2840,3.552631579,unknown,2
812,2.166666667,unknown,2
27967,3.185185185,'average',1
49621,4.0,unknown,unknown
92009,3.37704918,'average',2
88071,3.8461538460000004,'average',2
107033,3.5,unknown,unknown
161080,3.9111111110000003,'average',2
64406,5.0,unknown,1
124334,3.8272373539999998,'average',2
109820,2.525510204,'average',2
149467,3.817073171,'loud',1
113284,3.785714286,unknown,unknown
21034,4.80952381,'loud',2
183303,4.082644628,'average',1
75837,4.571428571,unknown,2
47521,4.091954023,'average',2
74752,3.428571429,'average',1
146825,2.285714286,unknown,2
121252,3.170731707,'average',2
168310,2.4285714290000002,unknown,unknown
120930,3.714285714,'average',2
128490,3.321428571,'average',2
89917,4.222222222,'quiet',3
2253,4.362416107,'average',3
54264,4.090909091,unknown,2
93865,3.7443181819999998,'average',2
30985,4.3542234330000005,'average',2
191511,3.889584965,'average',3
66684,4.152380952,'average',2
110432,3.897435897,unknown,2
16914,4.044280443,'average',2
25681,3.666666667,unknown,3
98727,2.859649123,'average',2
26003,3.53271028,'loud',2
51035,3.9,'average',2
118266,3.8206521739999997,'average',3
42703,3.571428571,'loud',4
162337,3.420289855,'average',2
36695,3.870995671,'average',1
39374,3.642857143,unknown,2
119926,3.777777778,'loud',2
82207,4.0,unknown,2
127585,3.106598985,unknown,2
151101,3.0,'average',2
127304,3.9822485210000003,'average',2
25698,3.6,'average',2
50577,3.9852071010000003,'average',1
64536,4.008928571,'average',2
38152,4.30804077,'quiet',4
7199,3.5,unknown,1
61295,3.5,unknown,1
43040,3.545454545,'average',2
91507,2.314814815,'very_loud',2
118418,3.692173913,'average',2
22985,3.2758620689999995,'average',2
130207,3.485294118,'average',2
121298,2.272727273,'very_loud',2
172412,4.333333333,'very_loud',2
89429,4.304347826,'average',1
165250,3.791666667,'average',1
75249,3.042891183,'average',2
125688,3.53125,'loud',2
175283,2.583333333,'quiet',1
88683,3.020408163,'very_loud',2
42989,3.4453125,'very_loud',2
160697,3.01055409,'average',2
120269,3.01242236,'average',3
73179,3.102040816,'average',2
164841,2.214285714,'loud',4
111254,3.9905660380000003,'average',2
140386,4.333333333,'average',2
112447,4.051628276000001,'average',2
109667,3.0333333330000003,'average',3
23929,3.727272727,unknown,3
167512,3.5555555560000003,'average',2
10089,3.7262773719999998,'average',2
45451,3.666666667,unknown,2
26125,3.666666667,'average',1
130280,3.730769231,'average',1
48969,3.254098361,'very_loud',2
162510,3.874015748,'average',1
131045,4.333333333,unknown,unknown
22493,2.416666667,'loud',2
74309,3.842105263,'loud',2
171262,3.928571429,unknown,3
5897,4.42459893,'average',2
62926,4.829787233999999,'average',2
129504,4.583732057,'average',2
29390,3.29245283,'average',2
51354,3.581967213,'average',1
23777,2.535874439,'very_loud',2
38579,3.4,'average',1
141969,3.5,unknown,1
97899,4.081818182,'average',2
101145,3.633879781,'loud',2
171525,4.84375,'average',1
96769,3.3073364180000002,'average',2
170768,4.332258065,'quiet',4
181881,3.166666667,'average',2
7555,4.333333333,unknown,unknown
113525,3.6956521739999997,'average',2
176362,3.628571429,'average',1
61441,4.066381156,'loud',4
156674,4.555900621,'average',2
80912,4.201160542,'average',3
177812,2.3025210080000003,'loud',2
16938,3.615384615,'very_loud',2
178623,4.299539171,'average',1
99833,4.0,'average',1
38738,3.28,'average',3
