beer1,beer1freq,beer2,beer2freq,beer3,beer3freq,beer4,beer4freq,beer5,beer5freq
beer soda wait,1.0,draft beer super,1.0,beer amount equival,1.0,cold beer fri,1.0,trigger beer flight,1
item refil beer,1.0,beer super stale,1.0,sandwich blondi beer,1.0,beer fri fri,1.0,beer flight suppos,1
refil beer drink,1.0,item spill beer,1.0,blondi beer great,1.0,serv castello beer,1.0,peopl brought beer,1
beer drink well,1.0,spill beer check,1.0,beer great brew,1.0,castello beer wednesday,1.0,brought beer drink,1
went notaddback beer,1.0,beer check error,1.0,stay uniqu beer,1.0,beer wednesday last,1.0,place far beer,1
notaddback beer purchas,1.0,correct lot beer,1.0,uniqu beer choic,1.0,standard qualiti beer,1.0,far beer great,1
beer purchas servic,1.0,lot beer otherwis,1.0,beer choic front,1.0,qualiti beer guin,1.0,advertis cent beer,1
beer option massiv,1.0,beer otherwis pretti,1.0,hatin one beer,1.0,beer guin newcastl,1.0,beer pm check,1
chip outstand beer,1.0,applebe lot beer,1.0,one beer list,1.0,drink better beer,1.0,whatev cent beer,1
outstand beer select,1.0,lot beer yard,1.0,wish sold beer,1.0,better beer get,1.0,cent beer bar,1
beer select amaz,1.0,beer yard hous,1.0,sold beer flight,1.0,beer get crowd,1.0,beer bar get,1
get incorrect beer,1.0,yard hous beer,1.0,beer flight could,1.0,night chill beer,1.0,beer great wing,1
incorrect beer order,1.0,hous beer bar,1.0,everyth cool beer,1.0,chill beer nacho,1.0,tasti dish beer,1
second ask beer,1.0,beer bar non,1.0,cool beer shot,1.0,beer nacho environ,1.0,dish beer choic,1
ask beer avail,1.0,script various beer,1.0,beer shot combo,1.0,notaddfor notaddmor beer,1.0,beer choic point,1
beer avail mumbl,1.0,various beer question,1.0,beer good nice,1.0,notaddmor beer option,1.0,real ginger beer,1
avail mumbl beer,1.0,beer question may,1.0,hour tell beer,1.0,beer option vast,1.0,ginger beer piano,1
mumbl beer walk,1.0,time stop beer,1.0,tell beer order,1.0,vast percent beer,1.0,beer piano player,1
ask beer hear,1.0,stop beer see,1.0,beer order meal,1.0,percent beer strong,1.0,well usual beer,1
beer hear list,1.0,beer see feel,1.0,final get beer,1.0,beer strong dark,1.0,usual beer guy,1
guy want beer,1.0,sure ton beer,1.0,get beer would,1.0,nacho varieti beer,1.0,beer guy ever,1
want beer gripe,1.0,beer tap lot,1.0,beer would wast,1.0,varieti beer thing,1.0,trip ok beer,1
beer gripe split,1.0,beer select give,1.0,hous beer tap,1.0,bite beer good,1.0,ok beer select,1
return examin beer,1.0,favor grab beer,1.0,beer tap visit,1.0,great beer order,1.0,super passion beer,1
examin beer see,1.0,beer eat post,1.0,varieti hous beer,1.0,smoke food beer,1.0,passion beer connoisseur,1
beer see pbr,1.0,warn overpr beer,1.0,decent amount beer,1.0,perfect hite beer,1.0,beer connoisseur man,1
notaddcup first beer,1.0,overpr beer this,1.0,amount beer tap,1.0,hite beer tap,1.0,great beer appet,1
comp beer max,1.0,beer this joint,1.0,beer tap beat,1.0,star two beer,1.0,star enjoy beer,1
beer max play,1.0,cheap american beer,1.0,lol bunch beer,1.0,two beer request,1.0,enjoy beer this,1
bring friend beer,1.0,american beer insan,1.0,place beer pong,1.0,beer request although,1.0,cocktail plenti beer,1
friend beer end,1.0,beer insan hell,1.0,beer tap decent,1.0,tri overal beer,1.0,beer tap suggest,1
beer end go,1.0,two comp beer,1.0,prefer craft beer,1.0,overal beer good,1.0,varieti beer made,1
charg two beer,1.0,went beerhaus februari,1.0,craft beer time,1.0,well draft beer,1.0,beer made help,1
two beer question,1.0,beerhaus februari concert,1.0,beer time price,1.0,draft beer specialti,1.0,draft beer wider,1
beer question price,1.0,place call beerhaus,1.0,deal like beer,1.0,crab domest beer,1.0,beer wider select,1
hop hooray beer,1.0,call beerhaus sorri,1.0,like beer period,1.0,beer special think,1.0,import beer revolv,1
hooray beer flight,1.0,beerhaus sorri avail,1.0,beer period pretti,1.0,beer tap wonder,1.0,beer revolv menu,1
beer flight buffalo,1.0,avail oh beer,1.0,side snack beer,1.0,wonder beer tap,1.0,beer pong use,1
got toss beer,1.0,oh beer avail,1.0,snack beer sampl,1.0,becom secret beer,1.0,craft beer sip,1
toss beer tri,1.0,beer avail give,1.0,beer sampl beer,1.0,secret beer lover,1.0,beer sip share,1
beer tri good,1.0,notaddth notaddbar beer,1.0,sampl beer go,1.0,beer lover den,1.0,beer enjoy discuss,1
servic great beer,1.0,notaddbar beer tasteless,1.0,beer go lot,1.0,price margarita beer,1.0,discuss craft beer,1
great beer great,1.0,beer tasteless disappoint,1.0,place beer bad,1.0,margarita beer half,1.0,beer knowledg peopl,1
beer great food,1.0,market good beer,1.0,beer bad sampl,1.0,beer half bar,1.0,social peopl beer,1
great food beer,1.0,good beer appet,1.0,beer cold pool,1.0,around bucket beer,1.0,peopl beer nice,1
food beer thing,1.0,beer appet order,1.0,weak bf beer,1.0,bucket beer reason,1.0,cheeto crumb beer,1
high qualiti beer,1.0,yada yada beer,1.0,bf beer price,1.0,chill grab beer,1.0,crumb beer menu,1
qualiti beer order,1.0,yada beer select,1.0,beer price would,1.0,beer hit club,1.0,best beer hazelnut,1
beer order hous,1.0,ultra meh beer,1.0,homey coupl beer,1.0,sandwich awesom beer,1.0,beer hazelnut beer,1
sad littl beer,1.0,meh beer leav,1.0,notaddt also beer,1.0,awesom beer special,1.0,hazelnut beer tri,1
littl beer wither,1.0,beer leav rough,1.0,beer pong gotta,1.0,beer special cocktail,1.0,like nutella beer,1
beer wither even,1.0,rough draft beer,1.0,beer pong notaddissu,1.0,wash refresh beer,1.0,free food beer,1
everyon els beer,1.0,draft beer craft,1.0,could better beer,1.0,refresh beer life,1.0,food beer militari,1
els beer also,1.0,beer craft beer,1.0,better beer cheap,1.0,beer life good,1.0,beer militari yup,1
beer also no,1.0,craft beer hide,1.0,beer cheap tuesday,1.0,beer pong wanna,1.0,select beer hawaiian,1
stupid gave beer,1.0,beer hide left,1.0,back grub beer,1.0,beer tap cours,1.0,beer hawaiian beer,1
gave beer watch,1.0,also tell beer,1.0,grub beer hard,1.0,normal bottl beer,1.0,hawaiian beer refresh,1
beer watch head,1.0,tell beer expect,1.0,beer hard day,1.0,beer also tri,1.0,beer refresh perfect,1
chang pour beer,1.0,beer expect special,1.0,price point beer,1.0,refriger tap beer,1.0,rice sake beer,1
pour beer look,1.0,verifi order beer,1.0,beer select way,1.0,tap beer bare,1.0,sake beer bad,1
beer look forward,1.0,order beer surpris,1.0,updat fix beer,1.0,beer bare cold,1.0,beer bad high,1
disappoint entir beer,1.0,beer surpris find,1.0,fix beer price,1.0,one well beer,1.0,desert decad beer,1
entir beer experi,1.0,coupl basic beer,1.0,beer price match,1.0,well beer street,1.0,decad beer cold,1
beer experi know,1.0,basic beer tap,1.0,half price beer,1.0,beer street certain,1.0,beer cold excel,1
like food beer,1.0,beer tap could,1.0,price beer long,1.0,draft beer tuna,1.0,servic favorit beer,1
food beer overlook,1.0,basic drink beer,1.0,beer long island,1.0,beer tuna poke,1.0,notaddit great beer,1
beer overlook bad,1.0,drink beer cold,1.0,industri love beer,1.0,also care beer,1.0,beer rec best,1
go well beer,1.0,beer cold need,1.0,love beer tap,1.0,care beer bottl,1.0,price better beer,1
well beer notaddreturn,1.0,got enjoy beer,1.0,darn cool beer,1.0,beer bottl peopl,1.0,standard expect beer,1
beer notaddreturn notaddto,1.0,enjoy beer enjoy,1.0,brought raspberri beer,1.0,unsatisfactori order beer,1.0,expect beer brew,1
arriv no beer,1.0,beer enjoy notaddth,1.0,raspberri beer stock,1.0,order beer spars,1.0,beer brew local,1
no beer minut,1.0,menu inexpens beer,1.0,beer stock rather,1.0,beer spars crowd,1.0,rare german beer,1
beer show small,1.0,inexpens beer notaddfor,1.0,either settl beer,1.0,wine beer skinni,1.0,german beer perfect,1
notaddsaid repli beer,1.0,beer notaddfor notadda,1.0,settl beer cocktail,1.0,beer skinni margarita,1.0,fabul wine beer,1
repli beer server,1.0,food price beerhaus,1.0,beer cocktail joint,1.0,spinach dip beer,1.0,draft beer lagunita,1
beer server name,1.0,price beerhaus advic,1.0,appreci craft beer,1.0,beer batter coconut,1.0,beer lagunita ipa,1
beer haus shame,1.0,beerhaus advic go,1.0,craft beer fav,1.0,cold beer this,1.0,favorit bottl beer,1
afford order beer,1.0,small portion beerhaus,1.0,beer fav tap,1.0,transit seamless beer,1.0,bottl beer long,1
order beer fruit,1.0,portion beerhaus get,1.0,good fond beermosa,1.0,seamless beer neglect,1.0,sure menu beer,1
beer fruit bottom,1.0,beerhaus get drink,1.0,fond beermosa grapefruit,1.0,beer neglect rest,1.0,edamam humus beer,1
suck charg beer,1.0,appear larg beer,1.0,beermosa grapefruit beer,1.0,roll excel beer,1.0,humus beer flight,1
charg beer typic,1.0,tavern nice beer,1.0,grapefruit beer mimosa,1.0,various liquor beer,1.0,salsa realli beer,1
beer typic strip,1.0,beer select rick,1.0,beer mimosa brunch,1.0,good beer unless,1.0,realli beer ice,1
amber draft beer,1.0,water friend beer,1.0,light bite beer,1.0,beer unless drink,1.0,get togeth beer,1
beer friend servic,1.0,friend beer go,1.0,bite beer went,1.0,big portion beer,1.0,togeth beer yummi,1
amaz want beer,1.0,beer go strip,1.0,beer went straight,1.0,portion beer brick,1.0,beer yummi eat,1
beer burger wait,1.0,review larg beer,1.0,cold beer place,1.0,beer brick decor,1.0,alcohol giant beer,1
min beer order,1.0,care good beer,1.0,beer place order,1.0,place apart beer,1.0,beer pong notaddlov,1
notaddanoth notaddround beer,1.0,good beer catch,1.0,use anoth beer,1.0,apart beer select,1.0,hamburg ton beer,1
notaddround beer oz,1.0,beer catch game,1.0,anoth beer took,1.0,select belgium beer,1.0,beer tap clueless,1
beer oz vega,1.0,rang draft beer,1.0,beer took bartend,1.0,belgium beer tap,1.0,also bull beerpong,1
three draft beer,1.0,draft beer afternoon,1.0,look scare beer,1.0,bottl sampl beer,1.0,bull beerpong candi,1
draft beer certain,1.0,beer afternoon special,1.0,scare beer make,1.0,sampl beer well,1.0,beerpong candi bull,1
beer certain notaddov,1.0,come dinner beer,1.0,beer make local,1.0,beer well menu,1.0,updat beer tast,1
setup differ beer,1.0,dinner beer work,1.0,hour beer tri,1.0,hit head beer,1.0,beer tast offici,1
screw local beer,1.0,beer work area,1.0,beer tri guest,1.0,head beer best,1.0,beer without listen,1
local beer way,1.0,varieti beer pint,1.0,even tho beer,1.0,beer best time,1.0,hook howev beer,1
guy ask beer,1.0,beer pint price,1.0,tho beer guest,1.0,drink ipa beer,1.0,howev beer guy,1
ask beer common,1.0,good beer ca,1.0,beer guest tap,1.0,ipa beer order,1.0,beer guy khouri,1
beer common big,1.0,bill sandwich beer,1.0,beer super popular,1.0,beer order blue,1.0,score craft beer,1
big name beer,1.0,sandwich beer this,1.0,strawberri beer agre,1.0,liquor neat beer,1.0,craft beer went,1
name beer bartend,1.0,draft beer no,1.0,beer agre boyfriend,1.0,neat beer tap,1.0,beer went thursday,1
has number beer,1.0,beer no tall,1.0,like beer fill,1.0,awsom place beer,1.0,also sometim beer,1
number beer get,1.0,boy oz beer,1.0,beer fill strawberri,1.0,especi draft beer,1.0,sometim beer tast,1
beer get one,1.0,oz beer regular,1.0,strawberri beer tast,1.0,draft beer section,1.0,beer tast day,1
time want beer,1.0,beer regular short,1.0,gonna play beer,1.0,beer section swipe,1.0,this notaddthat beer,1
notaddit notaddagain beer,1.0,short crap beer,1.0,beer pong next,1.0,travel nacho beer,1.0,notaddthat beer guy,1
notaddagain beer bad,1.0,crap beer pbr,1.0,got beer batter,1.0,nacho beer friend,1.0,beer guy share,1
go overpr beer,1.0,beer pbr buck,1.0,cod filet beer,1.0,sever beer construct,1.0,ipa alpin beer,1
overpr beer bar,1.0,way stop beer,1.0,filet beer batter,1.0,beer construct wonder,1.0,alpin beer compani,1
beer bar food,1.0,stop beer nerd,1.0,cocktail draft beer,1.0,his beer glad,1.0,beer compani amaz,1
order yard beer,1.0,beer nerd happen,1.0,beer bad notaddfor,1.0,beer glad came,1.0,pini this beer,1
yard beer order,1.0,notaddburden far beer,1.0,beer interest pricey,1.0,glad came beer,1.0,this beer normal,1
beer order last,1.0,far beer go,1.0,breweri come beer,1.0,came beer food,1.0,beer normal notaddavail,1
back nickel beer,1.0,beer go adequ,1.0,come beer otherwis,1.0,beer food video,1.0,notaddof notaddcalifornia beer,1
nickel beer tuesday,1.0,adequ nice beer,1.0,beer otherwis worth,1.0,price lot beer,1.0,notaddcalifornia beer wine,1
beer tuesday gas,1.0,nice beer level,1.0,assort liq beer,1.0,order assort beer,1.0,buy wine beer,1
gas station beer,1.0,beer level use,1.0,liq beer realli,1.0,assort beer bite,1.0,wine beer anywher,1
station beer option,1.0,plus crap beer,1.0,special coupl beer,1.0,pour empti beer,1.0,med rare beer,1
beer option beer,1.0,crap beer tap,1.0,beer tap standard,1.0,empti beer glass,1.0,rare beer select,1
option beer chug,1.0,differ real beer,1.0,around buck beer,1.0,beer glass circumv,1.0,see avail beer,1
beer chug promo,1.0,real beer chang,1.0,buck beer cocktail,1.0,person great beer,1.0,avail beer wine,1
anoth minut beer,1.0,beer chang tri,1.0,beer cocktail part,1.0,piss order beer,1.0,golden monkey beer,1
minut beer glass,1.0,chang tri beer,1.0,fun lot beer,1.0,order beer close,1.0,monkey beer servic,1
drink beer chat,1.0,tri beer order,1.0,lot beer pong,1.0,beer close bar,1.0,beer servic drink,1
beer chat ladi,1.0,beer order bud,1.0,pong beer custom,1.0,no amber beer,1.0,knowledg beer gave,1
issu meal beer,1.0,got lot beer,1.0,draft beer dogfish,1.0,amber beer creat,1.0,beer gave realli,1
meal beer good,1.0,lot beer anoth,1.0,beer dogfish head,1.0,beer creat black,1.0,must drink beer,1
drink beer favor,1.0,beer anoth bad,1.0,one choic beer,1.0,food wine beer,1.0,drink beer camp,1
beer favor take,1.0,hall drink beer,1.0,choic beer around,1.0,beer got order,1.0,beer camp phenomen,1
summari good beer,1.0,drink beer way,1.0,beer around pint,1.0,save get beer,1.0,time select beer,1
good beer shite,1.0,beer way hall,1.0,definit ketchup beer,1.0,get beer want,1.0,look prep beer,1
beer shite food,1.0,extens knowledg beer,1.0,ketchup beer select,1.0,play craft beer,1.0,prep beer although,1
could take beer,1.0,knowledg beer ask,1.0,quit local beer,1.0,notaddpool notaddt beer,1.0,beer although notaddth,1
take beer us,1.0,beer ask kind,1.0,beer plus pretti,1.0,notaddt beer pong,1.0,draft hefen beer,1
beer us left,1.0,disappoint mani beer,1.0,tire beer enjoy,1.0,cool kid beer,1.0,hefen beer plenti,1
round beer go,1.0,mani beer drink,1.0,beer enjoy game,1.0,kid beer belli,1.0,two father rootbeer,1
beer go waitress,1.0,beer drink menu,1.0,deal expect beer,1.0,beer belli ai,1.0,father rootbeer float,1
new oz beer,1.0,folk pride beer,1.0,expect beer daili,1.0,start bring beer,1.0,rootbeer float epic,1
oz beer go,1.0,pride beer select,1.0,beer daili well,1.0,bring beer two,1.0,great beer cours,1
surpris oz beer,1.0,beer select charg,1.0,awhil grab beer,1.0,beer two wear,1.0,beer cours anyth,1
oz beer fit,1.0,pint drink beer,1.0,grab beer tabl,1.0,area also beer,1.0,drink decent beer,1
beer fit perfect,1.0,drink beer second,1.0,beer tabl beer,1.0,okay select beer,1.0,beer list went,1
sell oz beer,1.0,beer second free,1.0,tabl beer noth,1.0,select beer insid,1.0,went local beer,1
oz beer charg,1.0,advis draft beer,1.0,want good beer,1.0,beer insid cool,1.0,local beer joseph,1
beer charg custom,1.0,draft beer unavail,1.0,good beer vega,1.0,beer get least,1.0,notaddfor notaddsom beer,1
oz glass beer,1.0,beer unavail this,1.0,beer vega this,1.0,said free beer,1.0,notaddsom beer great,1
glass beer came,1.0,forward draft beer,1.0,definit fine beer,1.0,free beer shot,1.0,favorit giant beer,1
beer came pour,1.0,draft beer weekend,1.0,fine beer good,1.0,beer shot tonight,1.0,beer pong last,1
charg oz beer,1.0,beer weekend kind,1.0,beer good favor,1.0,appet beer cold,1.0,beer draft franki,1
oz beer realli,1.0,order shot beer,1.0,select beer know,1.0,beer cold went,1.0,beer pong serious,1
beer realli oz,1.0,shot beer get,1.0,menu promis beer,1.0,drink beer immedi,1.0,loung giant beer,1
oz oz beer,1.0,beer get bushmil,1.0,promis beer serv,1.0,beer immedi wing,1.0,beer pong mind,1
oz beer hope,1.0,tabl one beer,1.0,beer serv bit,1.0,oz mug beer,1.0,thank give beer,1
beer hope mani,1.0,one beer left,1.0,want tast beer,1.0,mug beer custom,1.0,give beer ping,1
enjoy root beer,1.0,beer left gone,1.0,tast beer let,1.0,beer custom servic,1.0,beer ping pong,1
root beer bone,1.0,blah beer tap,1.0,beer let settl,1.0,beer tap has,1.0,beer pong foursquar,1
beer bone broth,1.0,select beer someth,1.0,friend help beer,1.0,beer select side,1.0,honest great beer,1
want tast beer,1.0,beer someth rare,1.0,help beer tri,1.0,kat resid beer,1.0,great beer sandwich,1
tast beer servic,1.0,includ brueri beer,1.0,beer tri realli,1.0,resid beer master,1.0,beer sandwich long,1
beer servic terribl,1.0,brueri beer peak,1.0,drink no beer,1.0,beer master happi,1.0,price ten beer,1
news ran beer,1.0,beer peak interest,1.0,no beer trunk,1.0,make uniqu beer,1.0,ten beer well,1
ran beer bluemoon,1.0,someth us beer,1.0,beer trunk smell,1.0,uniqu beer cocktail,1.0,beer well no,1
beer bluemoon suggest,1.0,us beer geek,1.0,like beer notaddgreatest,1.0,beer cocktail amaz,1.0,fun particip beer,1
ticket order beer,1.0,beer geek pleas,1.0,beer notaddgreatest notaddend,1.0,beer scene expand,1.0,particip beer sampler,1
order beer glass,1.0,stay lot beer,1.0,tater tot beer,1.0,white ginger beer,1.0,beer sampler tshirt,1
threw away beer,1.0,beer this faux,1.0,tot beer slow,1.0,ginger beer frothi,1.0,fun talk beer,1
away beer bucket,1.0,head pub beer,1.0,beer slow get,1.0,beer frothi tast,1.0,talk beer yummmmmm,1
beer bucket etc,1.0,pub beer price,1.0,use craft beer,1.0,male walk beer,1.0,beer yummmmmm portobello,1
first domest beer,1.0,beer price pretti,1.0,sip his beer,1.0,walk beer crab,1.0,alot food beer,1
vibe alright beer,1.0,high averag beer,1.0,his beer waiter,1.0,beer crab special,1.0,food beer suggest,1
alright beer pong,1.0,averag beer around,1.0,beer waiter ask,1.0,ducktail tv beer,1.0,beer suggest his,1
beer pong plus,1.0,beer around cut,1.0,wife wine beer,1.0,tv beer decent,1.0,beer option ankl,1
side still beer,1.0,lot english beer,1.0,beer appet buffalo,1.0,tan beer tabl,1.0,expens side beer,1
still beer pong,1.0,english beer choic,1.0,look waitress beer,1.0,beer tabl could,1.0,side beer bloddi,1
decid order beer,1.0,beer choic notaddbig,1.0,waitress beer pong,1.0,almost like beer,1.0,beer bloddi mari,1
beer waitress come,1.0,bar has beer,1.0,beer buck bucket,1.0,like beer nut,1.0,beer server mandi,1
longer offer beer,1.0,has beer draft,1.0,cheap beer drink,1.0,beer nut bar,1.0,smaller inventori beer,1
offer beer order,1.0,beer draft notaddcas,1.0,beer drink watch,1.0,grab beer fresh,1.0,inventori beer wine,1
app log beer,1.0,clue beer serv,1.0,want drink beer,1.0,beer fresh crab,1.0,beer wine shop,1
log beer prize,1.0,beer serv told,1.0,beer would stay,1.0,drink bar beer,1.0,shop also beer,1
beer prize instant,1.0,patron english beer,1.0,price beer worth,1.0,bar beer slight,1.0,welcom wine beer,1
gimmick log beer,1.0,english beer bar,1.0,beer worth far,1.0,beer slight lower,1.0,wine beer bonus,1
log beer give,1.0,beer bar said,1.0,cheap beer set,1.0,domest beer star,1.0,beer bonus love,1
want sell beer,1.0,this pour beer,1.0,beer set beer,1.0,beer star deduct,1.0,area tri beer,1
sell beer interest,1.0,pour beer dogfish,1.0,set beer pong,1.0,select beer play,1.0,tri beer wine,1
beer interest could,1.0,beer dogfish head,1.0,notaddal heard beer,1.0,beer play music,1.0,beer wine friend,1
home play beer,1.0,select beer especi,1.0,heard beer freezer,1.0,domest korea beer,1.0,good also beer,1
terribl beer tast,1.0,beer especi know,1.0,beer freezer ventur,1.0,korea beer soju,1.0,food beer desert,1
beer tast weird,1.0,know real beer,1.0,great ca beer,1.0,beer soju choic,1.0,beer desert definit,1
minut beer minut,1.0,real beer want,1.0,ca beer overal,1.0,connect lot beer,1.0,stop cheap beer,1
rid beer app,1.0,told beer select,1.0,beer overal first,1.0,giant beer tower,1.0,pack lot beer,1
beer app well,1.0,beer select excel,1.0,ask grab beer,1.0,beer tower awesom,1.0,lot beer hand,1
crappi overpr beer,1.0,star ad beer,1.0,grab beer freezer,1.0,draft beer certain,1.0,beer hand around,1
overpr beer eat,1.0,ad beer select,1.0,beer freezer told,1.0,beer certain nfl,1.0,beer best possibl,1
beer eat crappi,1.0,beer select friend,1.0,choos whatev beer,1.0,dozen fair beer,1.0,beer select weekend,1
finish cue beer,1.0,price beer disappoint,1.0,whatev beer wish,1.0,fair beer price,1.0,beer second best,1
cue beer took,1.0,beer disappoint sinc,1.0,beer wish nope,1.0,select beer help,1.0,thing cent beer,1
food proper beer,1.0,beer tap well,1.0,go tout beer,1.0,beer help arrog,1.0,cent beer one,1
proper beer margarita,1.0,well bout beer,1.0,tout beer vega,1.0,beer choos addit,1.0,vega cheap beer,1
beer margarita gyp,1.0,bout beer menu,1.0,beer vega whatev,1.0,cold beer tight,1.0,cheap beer drinker,1
possibl game beer,1.0,beer menu guy,1.0,abl choos beer,1.0,beer tight slot,1.0,beer drinker need,1
game beer shot,1.0,arena want beer,1.0,choos beer vega,1.0,two beer show,1.0,step promis beer,1
beer shot still,1.0,want beer stood,1.0,beer vega no,1.0,beer show waittress,1.0,promis beer heart,1
right around beer,1.0,beer stood bar,1.0,like craft beer,1.0,came order beer,1.0,beer heart desir,1
around beer civich,1.0,expans beer list,1.0,beer lot go,1.0,also insan beer,1.0,us beer limit,1
beer civich mine,1.0,beer list has,1.0,craft beer ipa,1.0,insan beer mix,1.0,beer limit said,1
burger featur beer,1.0,imagin good beer,1.0,long day beer,1.0,pros favorit beer,1.0,serv also beer,1
featur beer stock,1.0,tap around beer,1.0,day beer irish,1.0,favorit beer chimay,1.0,also beer miller,1
beer stock no,1.0,around beer shake,1.0,beer irish nacho,1.0,beer chimay blue,1.0,beer miller lite,1
great beer place,1.0,beer shake two,1.0,craft beer classic,1.0,discount six beer,1.0,free beer great,1
beer place town,1.0,beer special nice,1.0,beer classic cocktail,1.0,six beer get,1.0,time much beer,1
reason simpl beer,1.0,note great beer,1.0,via use beer,1.0,beer get pricey,1.0,much beer could,1
simpl beer tast,1.0,beer select check,1.0,use beer tap,1.0,room draught beer,1.0,beer could keep,1
beer tast take,1.0,drink lot beer,1.0,michelson mix beer,1.0,beer select clear,1.0,notaddup hand beer,1
beer pong two,1.0,lot beer care,1.0,mix beer neither,1.0,beer order vegan,1.0,hand beer away,1
drunk expens beer,1.0,beer care notaddwhen,1.0,beer neither us,1.0,sacrific summerlin beer,1.0,beer away peopl,1
expens beer sure,1.0,notaddminut ask beer,1.0,notaddspici went beer,1.0,summerlin beer select,1.0,beer select hang,1
beer sure this,1.0,ask beer menu,1.0,went beer salt,1.0,beer select killer,1.0,select beer indoor,1
appet wine beer,1.0,beer menu anoth,1.0,beer salt rum,1.0,us shot beer,1.0,beer indoor outdoor,1
wine beer tuna,1.0,system similar beer,1.0,bull ride beer,1.0,shot beer deal,1.0,point good beer,1
beer tuna appet,1.0,similar beer park,1.0,ride beer pong,1.0,beer deal love,1.0,flavor huckleberri beer,1
like cheap beer,1.0,beer park pari,1.0,pay crap beer,1.0,close time beer,1.0,huckleberri beer excel,1
cheap beer shot,1.0,game tabl beer,1.0,crap beer cocktail,1.0,time beer also,1.0,wine beer eastern,1
beer shot plastic,1.0,beer select notaddgood,1.0,beer cocktail run,1.0,beer also cover,1.0,beer eastern store,1
chip queso beer,1.0,cider type beer,1.0,play serv beer,1.0,talk indecis beer,1.0,three beer tap,1
queso beer poach,1.0,type beer someth,1.0,serv beer old,1.0,indecis beer typic,1.0,burger decent beer,1
beer poach wing,1.0,beer someth summer,1.0,beer old motorhom,1.0,beer typic bartend,1.0,danc drink beer,1
advertis draft beer,1.0,chow great beer,1.0,want beer pong,1.0,typic like beer,1.0,drink beer mason,1
draft beer beer,1.0,great beer rate,1.0,beer super delish,1.0,like beer came,1.0,beer mason jar,1
beer beer ipa,1.0,beer rate low,1.0,beer place like,1.0,beer came right,1.0,partner indian beer,1
beer ipa miller,1.0,unfortun go beer,1.0,beer bull happen,1.0,came right beer,1.0,indian beer along,1
notaddbartend go beer,1.0,go beer want,1.0,ten differ beer,1.0,right beer order,1.0,beer along singl,1
go beer order,1.0,beer want good,1.0,differ beer told,1.0,beer servic usual,1.0,intern beer day,1
food beer glass,1.0,great beer food,1.0,beer told notaddon,1.0,good qualiti beer,1.0,beer day time,1
beer glass deliv,1.0,beer food qualiti,1.0,take us beer,1.0,qualiti beer love,1.0,place beer las,1
discust appet beer,1.0,ran beer pm,1.0,us beer cooler,1.0,beer love mani,1.0,radar craft beer,1
appet beer this,1.0,beer pm cant,1.0,beer cooler awesom,1.0,uniqu awesom beer,1.0,craft beer frequent,1
beer this third,1.0,pretti lame beer,1.0,bartend unfamiliar beer,1.0,awesom beer offer,1.0,beer frequent stop,1
decid sit beer,1.0,lame beer hous,1.0,unfamiliar beer carri,1.0,beer offer plus,1.0,money draft beer,1
sit beer lunch,1.0,beer hous much,1.0,beer carri servic,1.0,ny domest beer,1.0,draft beer yes,1
beer lunch kitchen,1.0,chicken nacho beer,1.0,like ginger beer,1.0,domest beer foreign,1.0,beer yes bar,1
men us beer,1.0,nacho beer bad,1.0,ginger beer bourbon,1.0,beer foreign beer,1.0,beer local legit,1
us beer drinker,1.0,beer bad notaddat,1.0,beer bourbon mule,1.0,foreign beer love,1.0,legit craft beer,1
beer drinker paid,1.0,appet domest beer,1.0,capit nevada beer,1.0,beer love waitress,1.0,beer breweri state,1
one type beer,1.0,domest beer ect,1.0,nevada beer select,1.0,call seafood beer,1.0,social media beer,1
type beer weird,1.0,beer ect order,1.0,night seat beer,1.0,seafood beer shuck,1.0,media beer tap,1
beer weird vibe,1.0,oz domest beer,1.0,seat beer tap,1.0,beer shuck arriv,1.0,beer tap night,1
order beer guin,1.0,domest beer think,1.0,good beer big,1.0,night two beer,1.0,unnecessari review beer,1
beer guin two,1.0,medium tasti beer,1.0,beer big mug,1.0,beer two special,1.0,review beer enjoy,1
tri draft beer,1.0,tasti beer shake,1.0,husband three beer,1.0,varieti bottl beer,1.0,beer enjoy draft,1
draft beer ca,1.0,beer shake look,1.0,three beer got,1.0,game bar beer,1.0,far understand beer,1
beer ca go,1.0,new extens beer,1.0,beer got two,1.0,tradit wing beer,1.0,understand beer tast,1
shelf order beer,1.0,beer menu came,1.0,know extra beer,1.0,wing beer howev,1.0,beer tast high,1
order beer keep,1.0,annoy ask beer,1.0,extra beer great,1.0,beer howev someth,1.0,consist fresh beer,1
beer keep simpl,1.0,beer select spent,1.0,beer great attitud,1.0,draft beer haut,1.0,fresh beer sell,1
carri pack beer,1.0,could enjoy beer,1.0,husband extra beer,1.0,beer haut notaddcuisin,1.0,beer sell reason,1
pack beer made,1.0,enjoy beer except,1.0,extra beer thing,1.0,cheap beer without,1.0,craft beer recal,1
beer made scene,1.0,beer except spent,1.0,beer thing question,1.0,beer without stare,1.0,beer recal notaddse,1
beer left card,1.0,pie beer good,1.0,thank cheap beer,1.0,lite beer recommend,1.0,sale select beer,1
second beer tab,1.0,beer good notaddat,1.0,cheap beer groovi,1.0,beer recommend get,1.0,beer keep eye,1
beer tab went,1.0,needless say beer,1.0,beer groovi tune,1.0,flight five beer,1.0,design local beer,1
