AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi,background_music,breakfast,brunch,casual,classy,dairy-free,dessert,dinner,divey,dj,garage,gluten-free,halal,hipster,intimate,jukebox,karaoke,kosher,latenight,live,lot,lunch,no_music,romantic,soy-free,street,touristy,trendy,upscale,valet,validated,vegan,vegetarian,video,business_id,categories,city,is_open,latitude,longitude,name,postal_code,state,hours,FridayOPEN,MondayOPEN,SaturdayOPEN,SundayOPEN,ThursdayOPEN,TuesdayOPEN,WednesdayOPEN,FridayCOLSED,MondayCOLSED,SaturdayCOLSED,SundayCOLSED,ThursdayCOLSED,TuesdayCOLSED,WednesdayCOLSED,stars
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,'very_loud',unknown,TRUE,unknown,unknown,unknown,TRUE,3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,TRUE,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,unknown,unknown,unknown,53977,"Bars, Lounges, Dance Clubs, Nightlife",Las Vegas,0,36.124423,-115.146372,Blush Boutique Nightclub,89109,NV,"{'Tuesday': '21:0-4:0', 'Wednesday': '21:0-4:0', 'Thursday': '21:0-4:0', 'Friday': '21:0-4:0', 'Saturday': '21:0-4:0'}",21:00,,21:00,,21:00,21:00,21:00,04:00,,04:00,,04:00,04:00,04:00,3.440191388
unknown,unknown,'full_bar',None,unknown,unknown,unknown,FALSE,unknown,TRUE,None,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,TRUE,3,FALSE,unknown,unknown,unknown,unknown,'no',unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,187479,"Lounges, Nightlife, Bars",Las Vegas,1,36.1271069,-115.1648303,Tower Suite Bar,89109,NV,"{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '6:0-0:0'}",11:00,06:00,11:00,06:00,06:00,06:00,06:00,01:00,00:00,01:00,00:00,00:00,00:00,00:00,3.6
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,FALSE,unknown,unknown,TRUE,TRUE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,TRUE,1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,FALSE,FALSE,unknown,unknown,unknown,unknown,unknown,144910,"Cocktail Bars, Bars, Nightlife",Las Vegas,1,36.0949332,-115.2973152,Mollys Bar,89148,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,3
unknown,unknown,'full_bar',unknown,unknown,'yes_corkage',unknown,FALSE,unknown,TRUE,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,unknown,'average',unknown,TRUE,'dressy',unknown,FALSE,TRUE,4,TRUE,unknown,FALSE,unknown,unknown,'no',unknown,FALSE,FALSE,FALSE,FALSE,unknown,FALSE,TRUE,FALSE,unknown,TRUE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,unknown,FALSE,FALSE,unknown,FALSE,unknown,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,unknown,unknown,unknown,27054,"Restaurants, Nightlife, French, Bars, American (New), Lounges",Las Vegas,0,36.0930659,-115.177814,MIX,89119,NV,"{'Monday': '17:0-2:0', 'Tuesday': '17:0-2:0', 'Wednesday': '17:0-2:0', 'Thursday': '17:0-2:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-2:0', 'Sunday': '17:0-2:0'}",17:00,17:00,17:00,17:00,17:00,17:00,17:00,02:00,02:00,02:00,02:00,02:00,02:00,02:00,3.855544252
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,TRUE,FALSE,unknown,TRUE,TRUE,unknown,'loud',unknown,FALSE,unknown,unknown,unknown,TRUE,2,TRUE,unknown,unknown,outdoor,unknown,'free',FALSE,unknown,unknown,TRUE,FALSE,unknown,unknown,unknown,FALSE,FALSE,TRUE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,unknown,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,87020,"Active Life, Pool Halls, Arts & Entertainment, Arcades, Bars, Bowling, Nightlife, Pool & Billiards, Shopping",Las Vegas,1,36.17004821,-115.1409597,The Nerd,89101,NV,"{'Monday': '19:0-3:0', 'Tuesday': '19:0-3:0', 'Wednesday': '19:0-3:0', 'Thursday': '19:0-3:0', 'Friday': '19:0-3:0', 'Saturday': '19:0-3:0', 'Sunday': '19:0-3:0'}",19:00,19:00,19:00,19:00,19:00,19:00,19:00,03:00,03:00,03:00,03:00,03:00,03:00,03:00,2.908496732
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,FALSE,TRUE,unknown,unknown,TRUE,FALSE,unknown,FALSE,unknown,FALSE,TRUE,unknown,TRUE,TRUE,unknown,'average',unknown,TRUE,'casual',unknown,FALSE,TRUE,2,TRUE,TRUE,TRUE,no,TRUE,'no',FALSE,FALSE,FALSE,TRUE,FALSE,unknown,FALSE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,107608,"Bars, Tacos, Mexican, Restaurants, Cocktail Bars, Nightlife",Las Vegas,1,36.1683311,-115.1399425,La Comida,89101,NV,"{'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '11:30-22:0'}",11:30,,11:30,11:30,11:30,11:30,11:30,00:00,,00:00,22:00,22:00,22:00,22:00,3.519201229
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,FALSE,TRUE,unknown,FALSE,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,2,TRUE,unknown,TRUE,no,unknown,'free',FALSE,FALSE,FALSE,TRUE,FALSE,unknown,FALSE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,131207,"Caterers, Nightlife, Bars, Wine Bars, Venues & Event Spaces, Pizza, Cocktail Bars, Italian, Restaurants, Event Planning & Services",Las Vegas,1,36.11505154,-115.2202836,Nora's Italian Cuisine,89103,NV,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-22:0'}",11:00,11:00,16:00,16:00,11:00,11:00,11:00,23:00,22:00,23:00,22:00,22:00,22:00,22:00,4.018342821
unknown,unknown,'beer_and_wine',unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,2,FALSE,unknown,TRUE,unknown,TRUE,'no',unknown,unknown,unknown,TRUE,FALSE,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,unknown,174336,"American (New), Sports Bars, Bars, Sandwiches, Nightlife, Restaurants, Delis",Las Vegas,0,36.1362611,-115.1512539,SuperBook Deli,89109,NV,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}",10:00,10:00,10:00,10:00,10:00,10:00,10:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00,2.731707317
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,unknown,FALSE,unknown,FALSE,unknown,FALSE,unknown,unknown,TRUE,TRUE,unknown,'average',unknown,FALSE,unknown,unknown,unknown,TRUE,1,FALSE,unknown,unknown,yes,FALSE,unknown,unknown,unknown,unknown,TRUE,FALSE,unknown,unknown,unknown,FALSE,unknown,FALSE,unknown,unknown,FALSE,FALSE,TRUE,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,FALSE,unknown,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,unknown,130228,"Bars, Gay Bars, Nightlife",Las Vegas,1,36.1054255,-115.1505356,QUADZ,89169,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,3.64516129
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,TRUE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,FALSE,2,FALSE,unknown,unknown,unknown,unknown,'no',FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,unknown,unknown,unknown,unknown,FALSE,37985,"Bars, Nightlife",Las Vegas,1,36.08663174,-115.1365018,The Local,89119,NV,,,,,,,,,,,,,,,,2.875
unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,172855,"Nightlife, Lounges, Cocktail Bars, Bars",Las Vegas,0,36.1267672,-115.1651078,Terrace Lounge,89109,NV,"{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",11:00,11:00,11:00,11:00,11:00,11:00,11:00,02:00,02:00,02:00,02:00,02:00,02:00,02:00,2.666666667
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,2,FALSE,FALSE,TRUE,unknown,unknown,'free',FALSE,FALSE,FALSE,TRUE,FALSE,unknown,FALSE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,180807,"Nightlife, Sports Bars, American (New), Pubs, American (Traditional), Restaurants, Bars",Las Vegas,1,36.100368,-115.139525,Pt's Pub,89119,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,2.58974359
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,TRUE,FALSE,unknown,unknown,unknown,FALSE,FALSE,unknown,TRUE,FALSE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,2,TRUE,TRUE,TRUE,outdoor,TRUE,'no',TRUE,FALSE,FALSE,FALSE,FALSE,unknown,FALSE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,unknown,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,6373,"American (New), Caterers, Bars, Cocktail Bars, Nightlife, Event Planning & Services, Restaurants",Las Vegas,1,36.1267301,-115.2013207,Sparrow + Wolf,89102,NV,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '16:0-21:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-23:0'}",17:00,00:00,17:00,17:00,16:00,17:00,17:00,23:00,00:00,23:00,23:00,21:00,23:00,23:00,4.423690205
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,TRUE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,unknown,unknown,unknown,unknown,FALSE,30402,"Bars, Sports Bars, Nightlife",Las Vegas,1,36.15982359,-115.0618117,Dylans Sports Pub,89110,NV,,,,,,,,,,,,,,,,4.333333333
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,FALSE,FALSE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,FALSE,FALSE,TRUE,unknown,unknown,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,2,TRUE,unknown,TRUE,unknown,unknown,'free',FALSE,FALSE,FALSE,TRUE,FALSE,unknown,FALSE,TRUE,FALSE,FALSE,TRUE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,unknown,unknown,FALSE,85516,"Nightlife, Bars, Burgers, Restaurants, American (Traditional), American (New)",Las Vegas,1,36.109842,-115.174603,Holsteins,89109,NV,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '9:0-1:0', 'Sunday': '9:0-0:0'}",11:00,11:00,09:00,09:00,11:00,11:00,11:00,01:00,00:00,01:00,00:00,00:00,00:00,00:00,3.895503876
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,FALSE,FALSE,FALSE,unknown,unknown,unknown,FALSE,TRUE,unknown,TRUE,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,2,FALSE,TRUE,TRUE,no,TRUE,'free',unknown,TRUE,TRUE,TRUE,FALSE,unknown,TRUE,TRUE,FALSE,unknown,FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,FALSE,TRUE,TRUE,unknown,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,unknown,83123,"Salad, Bars, Nightlife, Food, Bakeries, Desserts, American (Traditional), American (New), Restaurants, Breakfast & Brunch",Las Vegas,1,36.1149483,-115.2075811,Blueberry Hill Family Restaurant ,89103,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,3.695833333
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,FALSE,FALSE,unknown,FALSE,unknown,FALSE,FALSE,unknown,TRUE,TRUE,unknown,'average',unknown,TRUE,'casual',unknown,FALSE,TRUE,2,FALSE,TRUE,TRUE,yes,TRUE,'free',FALSE,TRUE,TRUE,TRUE,FALSE,unknown,TRUE,TRUE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,15635,"Pubs, Breakfast & Brunch, Sandwiches, Restaurants, American (Traditional), Bars, Nightlife",Las Vegas,1,36.1045481,-115.2074885,Flowing Tide Pub 6,89103,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,4.754716981
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,FALSE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,TRUE,unknown,'average',unknown,TRUE,'casual',unknown,FALSE,TRUE,1,FALSE,unknown,TRUE,unknown,unknown,'free',FALSE,TRUE,FALSE,TRUE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,49756,"Coffee & Tea, Food, Arts & Entertainment, Cocktail Bars, Nightlife, Casinos, Breakfast & Brunch, Cafes, Restaurants, Bars",Las Vegas,1,36.0842838,-115.2798544,The Lodge Coffee House & Tavern,89113,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,3.746153846
unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4333,"Nightlife, Bars, Breakfast & Brunch, Pizza, Restaurants",Las Vegas,1,36.0635905,-115.3055663,Pt's Gold,89148,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,5
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,FALSE,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,FALSE,unknown,unknown,TRUE,unknown,'average',unknown,FALSE,unknown,unknown,unknown,TRUE,1,FALSE,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,TRUE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,TRUE,unknown,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,65065,"Adult Entertainment, Bars, Arts & Entertainment, Hookah Bars, Cabaret, Nightlife",Las Vegas,1,36.08661867,-115.0435555,Babes Cabaret,89122,NV,"{'Monday': '17:0-4:0', 'Tuesday': '17:0-4:0', 'Wednesday': '17:0-4:0', 'Thursday': '15:0-5:0', 'Friday': '15:0-6:0', 'Saturday': '15:0-6:0', 'Sunday': '17:0-4:0'}",15:00,17:00,15:00,17:00,15:00,17:00,17:00,06:00,04:00,06:00,04:00,05:00,04:00,04:00,3.114285714
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,TRUE,unknown,FALSE,unknown,TRUE,unknown,unknown,'free',unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,127902,"Nightlife, Restaurants, Beer, Wine & Spirits, Sports Bars, Bars, Food",Las Vegas,1,36.1887803,-115.2066548,Joker's,89107,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,3.571428571
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,FALSE,FALSE,unknown,FALSE,TRUE,unknown,'quiet',unknown,FALSE,'casual',unknown,FALSE,TRUE,1,FALSE,unknown,FALSE,no,unknown,'free',FALSE,unknown,unknown,TRUE,TRUE,unknown,unknown,unknown,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,unknown,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,unknown,unknown,FALSE,95975,"Professional Services, Hotels, Travel Services, Airports, Hotels & Travel, Translation Services, Nightlife, Airport Lounges, Event Planning & Services, Bars, Lounges",Las Vegas,1,36.086496,-115.137005,Centurion Club By American Express,89119,NV,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '5:0-23:0', 'Sunday': '5:0-23:0'}",05:00,05:00,05:00,05:00,05:00,05:00,05:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00,4.378787879
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,FALSE,unknown,TRUE,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,FALSE,FALSE,unknown,TRUE,TRUE,unknown,'average',unknown,FALSE,'casual',unknown,FALSE,TRUE,1,FALSE,FALSE,TRUE,unknown,unknown,'no',FALSE,FALSE,FALSE,TRUE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,FALSE,TRUE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unknown,unknown,FALSE,129786,"Nightlife, Pizza, Bars, Sports Bars, American (New), Pubs, Breakfast & Brunch, Restaurants",Las Vegas,1,36.1147704,-115.2069889,Pt's Pub,89103,NV,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,3.575757576
unknown,unknown,'full_bar',unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,'casual',unknown,FALSE,TRUE,3,TRUE,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,FALSE,FALSE,unknown,unknown,unknown,191377,"Food, Nightlife, Restaurants, Bars, Mexican, Beer, Wine & Spirits",Las Vegas,0,36.0773783,-115.2985159,La Madonna,89148,NV,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-1:0', 'Friday': '17:0-1:0', 'Saturday': '17:0-1:0'}",17:00,17:00,17:00,,17:00,17:00,17:00,01:00,22:00,01:00,,01:00,22:00,22:00,3.555555556
